identifier	mzs	intensities	fold	precursor_mz
MassSpecGymID0107715	50.20916,50.352497,51.792907,52.185714,52.335927,52.731433,52.839545,52.911664,53.038918,53.285569,53.489093,53.77471,53.943617,54.302052,54.479519,54.690936,55.018183,55.054551,55.469796,56.049718,56.368764,56.562853,56.814847,56.905568,56.991771,57.03377,57.070171,58.343022,58.748577,59.100959,59.248824,59.602469,60.044643,60.358925,60.852421,61.625541,62.151544,62.217068,62.790962,63.150736,63.489259,63.587589,63.753157,64.663735,64.96314,65.004576,65.038773,65.230788,65.918707,66.55281,67.029334,67.05438,67.383739,68.049604,68.057687,68.786453,69.033585,69.05297,69.069988,70.010504,70.028843,70.065244,70.325889,70.77237,71.049199,73.156834,73.386888,74.0237,74.500435,74.868429,75.387542,77.038674,77.551386,77.782825,79.054239,79.717639,79.978205,80.049494,80.843637,81.033548,81.052894,81.057293,81.069902,81.416332,82.028747,82.065124,82.073256,83.049172,84.044428,84.677592,84.731651,85.028433,85.064802,85.067799,85.274907,87.467481,87.602985,87.940707,88.039348,88.368692,89.064464,90.280426,91.054296,91.057265,92.0577,92.722459,93.057353,93.069931,93.07318,94.028747,94.065173,94.073206,94.888543,95.049133,95.068513,95.085519,96.044386,96.080782,96.088873,97.061473,97.064837,97.230588,98.096534,98.709114,98.953739,99.044091,99.080461,99.507314,100.08376,100.467012,101.177658,101.49253,103.054027,103.316177,105.044811,105.069915,105.286821,106.065137,106.07333,106.235386,106.342508,107.049218,107.072953,107.085532,107.520985,108.044386,108.080763,108.089129,108.525167,109.064845,109.08432,109.08856,109.274028,109.769288,110.060057,110.06815,110.092123,110.096407,111.080502,112.039287,112.146289,112.894451,113.042638,113.653624,113.926508,114.110366,115.054067,116.789429,117.000533,117.057269,117.070133,119.049174,119.060467,119.915939,120.080973,121.064827,121.088499,121.321328,121.366451,121.500796,122.068363,122.096432,122.560453,123.080409,123.094761,123.099771,123.275929,124.083631,124.112197,124.857608,126.055011,126.091717,127.058382,127.975774,128.034195,129.233453,129.295275,132.080775,132.507197,133.064847,134.096433,134.203805,135.067617,135.567958,136.075757,137.156749,138.054989,138.091414,139.075463,140.107004,140.438151,141.197087,142.151589,142.369504,146.516028,146.934602,148.886532,148.959515,149.476006,150.084889,150.091438,150.470194,150.87239,151.075477,151.094838,152.07071,152.107191,153.078355,153.967864,154.086318,154.934454,157.000103,157.495404,157.989315,163.487108,166.086403,168.101924,169.105386,169.689743,172.191374,172.820919,175.422315,175.643344,175.865087,178.086235,186.93894,187.903497,188.0262,189.280065,194.803358,194.975345,196.191938,197.235701,208.751286,208.848027,220.071018,222.34704,225.606167	0.00014078,0.00026299,0.0002965,0.00032415,0.00030724,0.00030767,0.00033077000000000003,0.00015094,0.02219107,0.00027672,0.00028152,0.00036003,0.00025874000000000003,0.000202,0.00031825,0.00035523,0.00450005,0.04130329,0.00033820000000000003,0.00081231,0.00035929999999999995,0.00024502,0.00033505,0.00032105,0.00029363,0.013269169999999999,0.0005587799999999999,0.00026718,0.00037026,0.00020647,0.00033455,0.00033792999999999996,0.019042669999999998,0.00039192,0.00035561,0.00039837,0.00039383,0.00028457,0.00032477,0.0003362,0.00029648,0.00033556000000000005,0.00033223000000000004,0.00035973,0.00015365,0.00028462999999999996,0.00262839,0.00035992999999999995,0.00034042999999999996,0.00026595,0.00028257,0.17029204,0.00027761999999999996,0.14992985,0.00499427,0.00030986,0.0025812,0.00129786,0.00808833,0.00031711999999999995,0.00668778,0.00799978,0.00017859,0.00025656,0.00251893,0.00028752,0.00020995,0.18657962,0.00028471,0.00030178,0.00043298999999999996,0.00166738,0.00027434,0.00029884999999999997,0.08544753999999999,0.00032402,0.00017260000000000002,0.9987211899999999,0.00034668,0.00186912,0.04787897,0.00098528,0.31531271,0.00026519,0.006798070000000001,0.02572305,0.01948637,0.0053983899999999994,0.01526546,0.00029642000000000004,0.00026476,0.02932698,0.02561803,0.00028065,0.00030223,0.00032362,0.00026572,0.00015533,0.07495991,0.00034401,0.00026887,0.00037146,0.05349552,0.00059525,0.00035715,0.0002327,0.00420833,0.23342569999999999,0.0035604,0.01679952,0.06901273,0.01624571,0.00029423000000000003,0.013259890000000002,0.00134516,0.4956943,0.00730965,0.02595835,0.03497695,0.00047274999999999997,0.046918119999999994,0.00035226,0.00019371,0.0002825,0.00041227,0.0009852700000000001,0.08338729,0.00029038999999999996,0.00219591,0.00031032,0.00028944999999999996,0.00041821999999999996,0.00028826000000000004,0.00031274000000000004,0.00339139,0.10143566,0.00041251000000000005,0.00280312,0.0046647,0.0001747,0.00029743,0.00087988,0.07281924000000001,0.05352779,0.0001463,0.02244579,0.20672426000000002,0.0002196,0.00032441999999999996,0.12340405,0.01246047,0.08257304,0.00036378,0.00032946999999999995,0.00265953,0.00638996,0.0016926299999999999,0.011068940000000001,0.00045609,0.10121965,0.00021239000000000002,0.00033424,0.00094531,0.000339,0.00031501,0.00017111999999999997,0.00035865,0.00031971,0.00033159,0.00343594,0.00048148000000000006,0.00769207,0.00062065,0.00015419,0.00085049,0.037321810000000004,0.0008823699999999999,0.00039228,0.00017648000000000002,0.00035283,0.00018945,1.0,0.00036985999999999996,0.049391319999999996,0.00028454,0.08110853000000001,0.00030344,0.00062586,0.00794296,0.00033409,0.08925609,0.00035632,0.00199504,0.00028597999999999997,0.00116713,0.00046423,0.00036685,0.00902961,0.00031495000000000004,0.00970009,0.00129052,0.00027623999999999997,0.00022923,0.00040297,0.00085926,0.00030314000000000003,0.00621663,0.00622539,0.012385189999999999,0.00389252,0.00019978,0.00035083000000000005,0.0003241,0.00034609,0.00037233000000000004,0.00030204,0.00032526,0.00032789,0.00037671000000000004,0.0013825100000000002,0.16280502,0.00020825,0.00032237,0.00034423,0.013869359999999999,0.0036380099999999997,0.00058986,0.00039981999999999995,0.00030714,0.00931353,0.0001619,0.00032156999999999997,0.00028618000000000003,0.00029685,0.00033902,0.005088359999999999,0.11936335,0.00867442,0.00030748,0.00037326,0.00035526000000000004,0.00031805,0.00027513,0.00032805000000000003,0.0017499,0.00029319000000000003,0.00031934,0.00017398,0.00025356,0.00014512,0.00042910999999999996,0.00030346999999999997,0.00036185000000000004,0.00016863,0.00028021999999999997,0.0039449,0.00040099000000000005,0.00017831	train	214.1073760986328
MassSpecGymID0411877	90.354042,98.983711,104.106674,105.364182,110.080811,124.999619,153.153656,166.062363,176.165878,182.988968,183.521362,183.527405,183.626175,183.632431,183.655853,183.662537,183.678558,183.685043,183.753616,183.76059,183.775925,183.783478,183.790543,183.798706,183.805984,183.8134,183.820831,183.828735,183.836029,183.843506,183.851242,183.858719,183.866089,183.873734,183.881485,183.888641,183.896332,183.903946,183.911469,183.919083,183.926498,183.933853,183.941986,183.948944,183.95665,183.964478,183.97168,183.979233,183.987076,183.994263,184.001953,184.009628,184.017014,184.024765,184.032059,184.039536,184.047455,184.072906,184.099945,184.107666,184.115112,184.122559,184.130249,184.13768,184.145233,184.153122,184.160324,184.167953,184.175674,184.182861,184.190796,184.198456,184.205505,184.21344,184.220886,184.228378,184.23645,184.24324,184.251526,184.258499,184.266205,184.273743,184.28183,184.288757,184.296295,184.304474,184.311569,184.318893,184.327362,184.334747,184.341934,184.349106,184.356934,184.36438,184.371964,184.380814,184.387024,184.394913,184.40239,184.409744,184.418076,184.425003,184.432983,184.440018,184.455872,184.46283,185.07666,185.166321,193.079163,262.251495,264.267853,269.746582,333.865723,337.809387,350.726288,513.977234,526.496521,555.371277,598.291687,728.496033	0.00030282206822433526,0.006502631837600316,0.010150138737026153,0.00031378572440632395,0.0003107105946389505,0.040052719662257506,0.00041894164916948806,0.0016001771699106677,0.0003649243604821947,0.0021449838159460707,0.00035761823169574763,0.0006479606841549167,0.0005257062543736729,0.0010264507988987542,0.0006031744660397801,0.0009740887128406149,0.0006011671142029737,0.000950508347872139,0.0007661853636713432,0.0010028687590360017,0.0010267263685497115,0.000986165175703856,0.0012293259148927185,0.0009575147529549596,0.0010977480589827212,0.0011926501651876417,0.0013361183892393715,0.0011902969661865795,0.0012899146494827845,0.0013837007066594433,0.0013302501124219063,0.0014097298661449981,0.0016164427713740214,0.001605955679318928,0.0015083556586662759,0.0018651866733389855,0.001791801074370663,0.0017891472408004484,0.001863238158878734,0.0019085235277207016,0.0021904581923691585,0.0025258121201074085,0.0020846348013454368,0.0027588157655840414,0.002734182086704281,0.0026114153183436958,0.0031557595717917305,0.003451174850441745,0.0033713325292627117,0.0041601406851502435,0.004293414947521148,0.004467794110666431,0.005318437986793195,0.005607276902299152,0.006874002901966232,0.006973618326602444,0.004647640073815324,1.0,0.0072537188721891075,0.006726278941077043,0.006142450851724179,0.005782445905234918,0.0049634781059876495,0.004801110630393108,0.004349796110123702,0.0034428488889164124,0.003600420492773176,0.003278918345397253,0.002918460479083333,0.0031984700921169466,0.002473627017727929,0.0022625841275862356,0.002668763524073658,0.002150036896768897,0.002087902873441995,0.002010333745515901,0.0016753474875130917,0.0022649504416183174,0.0014822749117207306,0.0017944546154611218,0.0016390775146711799,0.001527849403367412,0.00125068991840934,0.0015109883608725658,0.0015002554282414723,0.001184120330946813,0.0012928252540153106,0.0014341577777567205,0.0009248977161733172,0.0011336886888751818,0.0014330025997122803,0.0012397558814731759,0.0012064370974159788,0.00108583940070898,0.001095982285874041,0.000717014841780763,0.0011547036040743326,0.0009508218802016349,0.0009038968650721496,0.0010008780570569806,0.0007769212843711279,0.000954209593231541,0.0008453403633926667,0.0008663989237341876,0.0006587646595218538,0.0007997939259266665,0.006156120620143633,0.002027786438743361,0.00036651365727505714,0.001619262879088645,0.0016629445229323155,0.000397639471098113,0.0004091186711988096,0.00036830037909703887,0.0004161562247787506,0.000402827057988663,0.0016430275874814784,0.0004353873692169683,0.0004001934437230524,0.0071982447143797154	train	727.575
MassSpecGymID0144801	63.022999,63.028999,65.042999,75.027,77.035004,77.041,89.040001,90.043999,91.054001,101.042,102.052002,103.058998,115.059998,117.040001,128.063004,129.035995,129.039993,141.074005,145.031006,145.039993,147.048004,152.063004,152.067001,157.031998,165.078995,236.082993	0.101,0.076,0.127,0.114,0.063,0.101,1.0,0.076,0.278,0.19,0.114,0.101,0.19,0.051,0.089,0.443,0.443,0.051,0.228,0.114,0.342,0.076,0.076,0.051,0.063,0.051	train	257.08
MassSpecGymID0088633	50.72958,53.039131,55.018269,55.934841,56.96534,68.997437,72.937424,76.897087,77.0392,79.054489,81.070107,81.86676,82.682632,88.968369,91.054253,92.376831,93.069946,95.049141,95.638977,100.991577,103.054108,104.282928,105.069817,107.049133,107.95063,115.0541,121.064682,128.950623,131.048981,132.057037,133.053192,133.064621,134.036102,135.043747,135.94548,136.210892,137.023209,145.508759,146.961365,148.051926,149.012131,149.05957,153.936356,153.955795,154.514175,176.046875,176.446182,177.054443,294.127167	0.0003940261683361867,0.0024038064717486784,0.005765525425564461,0.005944642254631928,0.0010719239693029855,0.018811586837798062,0.0017107894207830754,0.0004339841861901696,0.0006947141096389385,0.039588213341257054,0.014937510442696268,0.0004372240254756277,0.0004927641275120518,0.0016893447702745672,0.01630101994769048,0.00044339514792411926,0.024345695171544092,0.0019278586529087663,0.00044246947955684554,0.000528556637713303,0.039754833647366324,0.00048350744383931447,0.17471018480506117,0.005666787466388596,0.000873213826461557,0.016281889468100157,0.12784220686744105,0.006851642976498977,0.008435770109026764,0.002770988257433927,0.0009560611453325563,0.026994649482559096,0.0005371962091411911,0.000599524545870956,0.0031995727114816665,0.0005023293673072138,0.0008145881632008871,0.0007385290790232285,0.0046821848797317656,0.005679438267408004,0.0020409444717773744,0.01623205765432859,0.0007749387014693288,0.0022148158467636242,0.0066732975377375705,0.0019422065126015091,0.0006339285535212965,1.0,0.00044046386476108575	train	177.055
MassSpecGymID0110578	81.07088,85.0274,95.08647,109.09775,109.10338,119.0843,133.09956,147.11131,189.16315	0.408,0.344,0.912,0.456,0.336,0.56,0.384,0.43200000000000005,1.0	train	605.4411807
MassSpecGymID0085569	97.0648,128.107,129.1148,237.9392,253.9334,284.9765,288.0455,296.9766,352.0074,365.0392	0.09534776,0.1771661,0.14749188,0.02276527,0.00617114,1.0,0.16463298999999998,0.15617345,0.20513739,0.18270071000000002	train	383.0497
MassSpecGymID0055564	53.0024,55.0542,57.0699,58.0652,69.0699,71.0855,92.0495,105.07,107.0491,120.0556,121.0649,129.0699,134.0728,135.0802,149.0963,183.0685,184.0757,184.2061,209.0958,210.0915,212.0819,224.1071,225.1148,238.0976,252.1133,253.121,324.2073	0.0065775700000000005,0.01074046,1.0,0.0051674699999999995,0.00802252,0.015333369999999999,0.01958852,0.0070389,0.0063443300000000005,0.04148882,0.01599955,0.0120241,0.01282512,0.01523207,0.00888484,0.00756894,0.01688445,0.011182099999999999,0.007647650000000001,0.04356961,0.6371433400000001,0.03030413,0.0132429,0.02118186,0.021213799999999998,0.09182344,0.62344493	train	324.207
MassSpecGymID0068390	51.02234,52.01736,77.03794,78.0417,93.05647,94.06351	0.919,0.40299999999999997,1.0,0.091,0.16399999999999998,0.14800000000000002	train	94.0651245117188
MassSpecGymID0086605	69.0699,86.0962,96.1828,118.0652,130.0652,132.0808,141.1018,144.0809,169.0978,170.0599,171.113,172.0762,174.0911,182.0608,198.1278,255.1485,256.1091,272.1761,298.1553,300.1706,312.1706,342.1818,354.1803,410.2448	0.028028028028028028,0.003003003003003003,0.002002002002002002,0.003003003003003003,0.8998998998998999,0.05805805805805806,0.011011011011011011,0.018018018018018018,0.004004004004004004,0.018018018018018018,0.004004004004004004,0.007007007007007007,0.009009009009009009,0.003003003003003003,0.11911911911911911,0.003003003003003003,0.006006006006006006,0.008008008008008008,0.002002002002002002,1.0,0.08508508508508508,0.07707707707707707,0.006006006006006006,0.005005005005005005	train	410.2438
MassSpecGymID0179242	54.058193,57.033932,58.065636,59.073334,60.0812,61.078175,61.084534,61.087051,70.065323,72.081078,76.039566,78.255798,79.46048,84.044395,84.080986,85.028458,86.031738,86.037117,86.039543,86.09639,87.032646,88.086922,94.929573,100.021797,102.054749,103.038773,104.106865,105.350464,112.112106,113.115143,116.070572,129.138702,130.049973,130.086777,130.142319,132.533249,135.977371,142.032181,142.050079,144.101959,145.049667,145.105392,146.027069,146.052933,146.981842,158.129318,164.992523,188.055664,199.989761,203.052933,203.149796,203.223038,203.930954,204.058701,204.123154,205.068298,205.126587,206.055634,206.084686,206.128357,206.152481	0.0004291575980378749,0.003615731928665975,0.0037281783629440836,0.000682814030803698,0.16515531063892414,0.000611217828494753,0.005394470331045963,0.0006160373824074007,0.0009412457295563002,0.0023707155827410215,0.008944085580395831,0.0005138164414619095,0.0005473457506083114,0.012589488418129294,0.0070710143737767826,1.0,0.05223325685730001,0.0009021758504668412,0.000677409857776283,0.026999899151513955,0.0033417045121712564,0.0010114939474144408,0.003025318787799433,0.0008983939632431533,0.0006056479630811604,0.0008019137068709495,0.0010077394602744313,0.000536282662336505,0.033924194363531356,0.00408450568236662,0.0011689541616720343,0.03923168232391616,0.01260405900598156,0.0009679184943065162,0.006473895302154593,0.0005319946508833639,0.0005873420163026916,0.0035813795859371157,0.007328966443482408,0.0337017657705239,0.15163835997597988,0.0028732857522000056,0.00266043922665534,0.011373090407888451,0.1151260354616099,0.0007694397278096715,0.0007260820096712198,0.003338010167080266,0.0008633159518658911,0.008901581483900328,0.002688050828695744,0.0055348089153238,0.004025007736305296,0.005220784759332102,0.3764003425495733,0.0007939714163803706,0.05072678296682306,0.03879445991091805,0.0008578428480600651,0.0037853467933269534,0.003116949505524785	train	204.123
MassSpecGymID0091757	92.0497,94.0652,108.0443,146.0713,152.0816,156.0114,208.0175,226.0278,235.0979,301.0754	0.00517671,0.00156086,0.00920312,0.029210840000000002,0.00133475,0.44642817,0.0026298199999999997,0.0014192599999999999,0.005650659999999999,1.0	train	301.0754
MassSpecGymID0408338	90.571297,95.085793,98.984192,104.107025,109.100784,123.116707,124.999924,135.117188,136.263214,146.981689,147.985291,163.015488,164.008499,166.062286,176.534851,183.866287,183.873428,183.880783,183.93396,183.94136,183.948898,183.956207,184.001785,184.009216,184.01683,184.024277,184.03183,184.039276,184.047043,184.073212,184.099762,184.1073,184.114944,184.122269,184.12999,184.137466,184.167831,184.175201,184.183044,184.190384,184.197983,184.205429,184.212891,184.372467,184.37915,225.27478,225.293076,238.821884,247.241058,265.252838,281.757385,308.295288,339.290771,341.296326,372.983551,391.615967,395.512787,445.270752,478.327484,480.34494,504.345154,506.360565,515.28363,537.524963,538.527649,539.530701,559.504517,560.511841,561.508789,603.534607,651.509766,683.496277,684.501831,685.504883,743.383667,743.57373,744.386841,744.587952,1180.217163,1261.306641,1297.262329,1304.506348,1421.580078	0.00042517455477920414,0.0011215298236312513,0.0022591107109073863,0.005847557792661816,0.0013517534362554539,0.000576480657660511,0.015847209347520937,0.0006949492731112248,0.0004606529834831192,0.01135781605941796,0.0008599222461388205,0.0004899858468119285,0.0009089196020265325,0.0004813853972816818,0.000450013278413765,0.001521238309893598,0.002021881377471429,0.0016480736588934306,0.002061268339544809,0.0032913088545298663,0.001907992178904651,0.003061241325624967,0.004591583534672616,0.004647332911328555,0.005784908783726032,0.006524490385272062,0.006523750258167051,0.007179787567948061,0.006698048016755785,1.0,0.006554995487939727,0.0075719315395632,0.007456436100423215,0.006110475476887996,0.005802013955462804,0.004992173515879453,0.0032259295958261443,0.003564437669762257,0.002959150420001982,0.0030708860097836952,0.0032886716966469987,0.001892789958251169,0.002524080523362276,0.0007037039982019464,0.0014240468868249373,0.00040488082833750014,0.0004896925100944728,0.00045842458267379303,0.0007298911933351427,0.0023750740778385763,0.0005464331215758602,0.0006160872342319362,0.0011637983495329668,0.0004848956587430315,0.0004464183137386303,0.00048292030046493225,0.0003984524491364804,0.002207004574880992,0.001283481266246756,0.007682808582657625,0.012037626925600309,0.001289779835273295,0.00042413668778009853,0.002407019959725687,0.012469948318421555,0.0047209312031439325,0.0006475226332693983,0.004086707922981124,0.0014917332052891003,0.03354553782224145,0.00045944912426990915,0.002643108673697142,0.029380046761857178,0.011842299016013642,0.00746951234667134,0.006072509231824707,0.004904683190986018,0.02173886361764986,0.0005067643750605786,0.000919010090304363,0.003495413364964885,0.0005500890624327635,0.0006509435458152938	train	744.591
MassSpecGymID0040586	125.006,146.0712,159.0417,160.0449,175.0369,191.0315,191.0687,192.0708,207.0095,207.0633,223.0585,224.0643,239.0357,256.0886,266.0372,267.0459,268.0509,284.0485,285.0511,299.0715,300.0744,316.0755	0.01674641,0.03979991,1.0,0.05719878,0.07764245,0.16811657,0.61157025,0.05937364,0.1215746,0.02805568,0.1461505,0.0200087,0.09786863999999999,0.02196607,0.04219226,0.22640278,0.03588517,0.22292300999999998,0.04219226,0.18964767,0.03153545,0.04066986	train	316.075
MassSpecGymID0009406	51.023399,53.002602,53.039001,55.0182,63.023201,65.039101,80.025398,89.038696,91.054497,119.049103,137.059296,137.072403,137.077698,154.085999,154.108307	0.0004562327515073111,0.0002727265025785193,0.0001789959196740321,0.00025384257840006916,0.0003517960179283141,0.0005223895300607239,0.00018184018090999158,0.00022986592655747237,0.0013619917035297521,0.00028279128175328234,1.0,0.0587373998210068,0.03618829445053799,0.028378382791320135,0.0008304843700336018	train	154.086
MassSpecGymID0042141	115.0534,116.0596,117.0694,119.0484,119.085,120.0884,121.0641,122.068,123.0425,123.0602,123.08,125.0586,127.0403,127.0536,128.0612,129.0683,130.0756,131.0481,131.0846,132.0557,132.088,133.0634,133.0997,134.0686,135.0442,135.0797,136.0833,137.059,137.0745,139.054,139.0738,141.0541,141.0689,142.0753,143.0847,144.0564,144.0884,145.0634,145.1003,146.051,146.0706,146.1035,147.0794,148.0828,149.0586,149.0772,149.0964,151.0385,151.0559,151.0747,152.0614,153.0548,153.0694,154.076,155.0844,156.0538,156.0901,157.0636,157.0999,158.0715,159.0793,160.0834,161.0583,161.095,162.0636,162.0999,163.0743,165.069,166.0751,167.0842,168.0562,168.0914,169.0639,169.1003,170.0703,171.0795,172.0843,173.0952,174.098,175.0752,175.091,175.1117,176.0607,177.069,177.0914,178.0766,179.0841,180.0909,181.0641,181.0991,182.0715,182.1064,183.0792,183.1151,184.0868,184.1207,185.0598,185.0948,185.1312,186.1005,187.0747,187.1104,188.0777,188.1142,189.0691,189.0895,190.0766,191.084,192.0918,193.0991,194.0718,194.1058,195.0798,195.1157,196.0865,196.1212,197.0948,197.1318,198.1022,198.1353,199.0741,199.11,200.0782,200.1144,201.0895,201.1236,202.0758,203.0851,203.1032,204.0912,205.0636,205.0999,206.0709,206.1066,207.0791,207.1158,208.0876,208.1196,209.0947,209.1308,210.102,211.076,211.1101,212.0824,212.1169,213.1267,214.0948,214.1305,215.0856,215.1025,215.1385,216.0917,217.1004,218.0722,218.1074,219.0785,219.1155,220.0872,220.1227,221.095,221.1315,222.1023,222.136,223.1104,224.0814,224.1178,225.0889,225.1266,226.0766,226.0979,226.1306,227.0848,227.1063,227.1424,228.0936,228.111,228.1473,229.1005,230.1079,231.0806,231.1162,232.0866,232.123,233.0954,233.131,234.1026,234.1369,235.1111,235.1471,236.0831,236.1171,236.1494,237.0907,237.1263,238.0978,238.1327,239.1045,239.1417,240.0957,240.1093,240.146,241.1008,241.1213,241.1565,242.1079,243.0807,243.1147,244.0871,244.1208,245.0952,245.1314,246.1026,246.1377,247.0729,247.1105,247.1446,248.1183,249.0899,249.1252,250.0975,250.1323,251.1051,251.1415,252.1139,252.1488,253.1214,253.1587,254.1288,254.161,255.0825,255.1192,255.1383,256.1241,257.0996,257.1304,258.1025,258.1363,259.1112,260.1188,261.0899,261.1257,262.0975,262.1336,263.1059,263.1426,264.1129,264.1464,265.122,265.1581,266.1268,266.1621,267.1147,267.1369,268.1419,269.1493,270.1037,271.1105,272.1215,273.0899,273.1253,274.0975,274.1325,275.1057,275.1426,276.1123,276.1456,277.1213,277.1535,278.1298,279.1077,279.1375,280.1102,280.145,281.1195,281.1527,282.1556,283.1506,283.167,285.1256,287.1078,288.1134,289.1196,290.1262,291.1386,292.1456,293.1177,293.1531,294.1549,295.1316,296.144,297.1467,303.139,304.1399,305.1113,308.134,311.1642,321.1478,322.1543,339.1602	0.08063440999999999,0.01139544,0.049980010000000005,0.00753032,0.08030121,0.00926296,0.58036785,0.048447290000000004,0.027922159999999998,0.00726376,0.025922960000000002,0.03345329,0.007596960000000001,0.014327600000000001,0.16486739,0.11302146,0.02638944,0.04218313,0.1547381,0.07037185,0.02159136,0.11941890000000001,0.03105424,0.01725976,0.01026256,0.19059042999999998,0.01739304,0.048780489999999996,0.02052512,0.0136612,0.03638545,0.01679328,0.11788618,0.05311209,0.21757963,0.08569905,0.03252033,0.35852325999999995,0.08483273000000001,0.0062641599999999995,0.08596561,0.0139944,1.0,0.1030921,0.02718912,0.00906304,0.01279488,0.02252432,0.005264560000000001,0.03318673,0.027389039999999996,0.01606024,0.05811009,0.0213248,0.17546315,0.014794080000000001,0.03825137,0.07397041,0.05617753,0.27409036,0.87385046,0.12381714,0.05657737,0.21531387,0.0123284,0.03451953,0.03745169,0.12588298,0.05331201,0.09956018,0.0179928,0.03132081,0.09536186,0.08449953,0.05384513,0.98307344,0.17126483,0.5,0.07483672999999999,0.01725976,0.010995600000000001,0.01626016,0.00773024,0.01739304,0.00846328,0.06557377,0.16333467,0.08723177,0.06310809,0.11062242,0.09962681999999999,0.05984273,0.16640011000000002,0.03671865,0.08043449000000001,0.00679728,0.01592696,0.26682659999999997,0.0239904,0.04984673,0.16926563000000003,0.055644410000000005,0.02225776,0.00646408,0.04065041,0.01905904,0.06930561,0.1110889,0.21051579,0.14800746,0.04524857,0.05431161,0.23430627999999998,0.12688258,0.18725843,0.03332001,0.33826469000000003,0.12381714,0.17806211000000002,0.020924960000000003,0.028655200000000002,0.1500733,0.005864319999999999,0.02285752,0.016659999999999998,0.00819672,0.028188719999999997,0.07017193,0.00946288,0.06877249,0.02192456,0.13454618,0.01439424,0.08023457,0.04471545,0.23403972,0.25023323999999997,0.05197921,0.48973744,0.03731841,0.38971078,0.01646008,0.26975876,0.01039584,0.07816873,0.8799147,0.01119552,0.16340131,0.04491537,0.009196320000000001,0.03971745,0.05711049,0.08663201000000001,0.02019192,0.05764361,0.06024257,0.09302945,0.10249234,0.04778088999999999,0.20505131,0.08816473,0.2564974,0.01592696,0.43735839,0.0169932,0.23690524,0.04364921,0.45035319,0.006664,0.02758896,0.08050112999999999,0.0176596,0.04091697,0.03785153,0.02785552,0.01406104,0.00859656,0.06530721,0.10509130000000001,0.04491537,0.06010929,0.04678129,0.04924697,0.16846595,0.061642010000000004,0.14467546,0.02745568,0.37538318,0.07636945,0.014794080000000001,0.16326803,0.01759296,0.03898441,0.25209916,0.07230441,0.07763561000000001,0.04058377,0.11935226,0.01552712,0.014327600000000001,0.01985872,0.024123679999999998,0.03145409,0.01439424,0.05744369,0.00573104,0.05904305,0.012061839999999999,0.01412768,0.14914033999999998,0.06983873,0.15027321999999999,0.01672664,0.00859656,0.1527389,0.02292416,0.27069171999999997,0.0293216,0.16066907,0.03431961,0.08236705000000001,0.05724377,0.13361322,0.02545648,0.06530721,0.0960949,0.06803945,0.01785952,0.01586032,0.00819672,0.010129280000000001,0.01506064,0.00613088,0.0053312,0.03831801,0.03758497,0.014727440000000001,0.07670265,0.16993203,0.023457279999999997,0.14967345999999998,0.01606024,0.09789418,0.035652409999999995,0.22277756,0.05511129000000001,0.04451553,0.07070504999999999,0.06144209,0.01825936,0.01312808,0.005864319999999999,0.02292416,0.012594959999999999,0.005664400000000001,0.017459679999999998,0.01072904,0.005464480000000001,0.010129280000000001,0.03005464,0.01406104,0.01359456,0.018392640000000002,0.10755698000000001,0.03485273,0.029588160000000002,0.042716250000000004,0.00713048,0.03092096,0.00519792,0.054045050000000004,0.0063308,0.05717713,0.0073304,0.04031721,0.01339464,0.00613088,0.0079968,0.01985872,0.00793016,0.0263228,0.011328800000000002,0.0055311200000000005,0.0176596,0.00806344,0.00613088,0.04324937,0.012594959999999999,0.01446088,0.00806344,0.00819672,0.01672664,0.00513128,0.005464480000000001,0.0069972,0.011062240000000001,0.0139944,0.00513128,0.00979608	train	435.2177
